uid,hand,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,gesture
120eba91-dcd3-11ec-93b6-48e7da372cc2,RIGHT,0.77900857,0.5684545,-8.84791e-08,0.7677745,0.503021,-0.024903271,0.7375706,0.4337277,-0.041520085,0.72967356,0.36790246,-0.056842405,0.73456687,0.3160156,-0.0726505,0.65343684,0.46866587,-0.023531409,0.6033834,0.505443,-0.04412055,0.5986761,0.5212951,-0.061349235,0.60555553,0.5263101,-0.07178662,0.64809895,0.50897515,-0.021484513,0.60858154,0.55618143,-0.038274936,0.6134112,0.56527376,-0.050659914,0.6269128,0.5650288,-0.05808314,0.65257806,0.549675,-0.022322593,0.6177128,0.5895337,-0.03672528,0.6217757,0.5934279,-0.040681962,0.63386923,0.5909046,-0.041170746,0.6638679,0.5891652,-0.025753772,0.6340567,0.6230074,-0.036026515,0.6380059,0.6236855,-0.0349495,0.64801687,0.61635697,-0.031228889,6
12347ec5-dcd3-11ec-9dcd-48e7da372cc2,RIGHT,0.80103266,0.43511358,-5.1297768e-08,0.751942,0.37369418,0.02077938,0.6903968,0.34303987,0.027582634,0.6467782,0.34771344,0.02754298,0.61702555,0.37095457,0.025312629,0.654662,0.30446383,0.02221796,0.59453976,0.2794085,0.017052243,0.55634165,0.26435536,0.011147651,0.5267228,0.2524873,0.0055999295,0.65303594,0.33030587,0.0071273204,0.58834827,0.35762644,0.0015298771,0.60794884,0.37793714,0.0023349463,0.63169026,0.3765545,0.0049303994,0.6584962,0.36576885,-0.0073452746,0.59828025,0.40570036,-0.009843426,0.620892,0.41772148,0.0018545124,0.6436204,0.40822706,0.010045059,0.67081946,0.40619627,-0.020814713,0.6194073,0.44272107,-0.020282032,0.6383152,0.44751415,-0.0072673415,0.6610719,0.43448886,0.0032771004,6
125a8033-dcd3-11ec-931c-48e7da372cc2,RIGHT,0.8063755,0.39248478,2.8845968e-09,0.784497,0.3064029,-0.0022513883,0.7486708,0.23069409,-0.016432354,0.7305576,0.1583156,-0.032074645,0.7293264,0.09704295,-0.049991433,0.6663351,0.23838934,-0.028749863,0.5816963,0.23512386,-0.04511469,0.52879345,0.24126492,-0.055462506,0.48718947,0.24675782,-0.064090274,0.65701723,0.2827391,-0.035676956,0.5999018,0.3454296,-0.051188912,0.6299002,0.36059096,-0.045907646,0.65801024,0.34736934,-0.042142995,0.6578896,0.34056923,-0.0418727,0.6111653,0.39711258,-0.05238143,0.63732815,0.40464747,-0.037228975,0.6624598,0.38775247,-0.02742595,0.6636584,0.39962953,-0.04865437,0.6224765,0.43583232,-0.053067498,0.64800054,0.43941548,-0.03909191,0.67168164,0.42520466,-0.02785102,6
12811d2f-dcd3-11ec-bf2d-48e7da372cc2,RIGHT,0.822219,0.37598062,-2.6865386e-08,0.7989706,0.28763178,-0.01784665,0.7618864,0.20227689,-0.035214487,0.74694717,0.12387383,-0.053036477,0.7549976,0.06330931,-0.072286986,0.67993337,0.23178762,-0.034705058,0.59977424,0.2306161,-0.056125827,0.5484576,0.24026987,-0.07101523,0.50780153,0.24805659,-0.08295936,0.66975343,0.28304362,-0.038984332,0.61731434,0.32506177,-0.06493852,0.6477179,0.33312765,-0.06877124,0.6776339,0.32317662,-0.06896173,0.6713352,0.33927155,-0.044480015,0.63019645,0.37794697,-0.06663347,0.65858877,0.37964636,-0.059044033,0.68614036,0.3675301,-0.050945822,0.67790055,0.3946594,-0.05221429,0.6421138,0.4240597,-0.06632611,0.66724014,0.4196603,-0.059089847,0.6927209,0.40513453,-0.05104631,6
12a71650-dcd3-11ec-b5c7-48e7da372cc2,RIGHT,0.8348361,0.37782148,-2.7203088e-08,0.81592995,0.29445347,-0.0066395276,0.7847188,0.21248567,-0.024066586,0.7678505,0.13491595,-0.040881224,0.7739249,0.07279098,-0.060092717,0.71437067,0.239845,-0.051384114,0.6211414,0.23588255,-0.07809445,0.5660289,0.23804978,-0.09380194,0.52472234,0.2414357,-0.10359185,0.7025684,0.2915925,-0.054222118,0.639905,0.3321127,-0.07290963,0.6701212,0.34097168,-0.06417388,0.7022445,0.33341208,-0.057678707,0.7019656,0.35119253,-0.055972293,0.65285754,0.38737687,-0.07443577,0.6809446,0.3908586,-0.06001798,0.71037155,0.38113654,-0.048198495,0.70550084,0.40737697,-0.057078913,0.667345,0.43023285,-0.06516244,0.69416803,0.42874396,-0.05048852,0.71904624,0.41952413,-0.03837237,6
12cd37fa-dcd3-11ec-aef5-48e7da372cc2,RIGHT,0.81949425,0.3815235,5.557213e-08,0.7973471,0.29776877,-0.006778314,0.76630735,0.2206579,-0.023489645,0.7499636,0.14827302,-0.040742137,0.75544006,0.085161835,-0.060305182,0.6946781,0.2515647,-0.040440917,0.6101097,0.24315569,-0.063903615,0.55727535,0.24469213,-0.07679256,0.5179736,0.24864458,-0.084303014,0.6856186,0.30350882,-0.044942856,0.6243459,0.33732194,-0.066009946,0.6542937,0.34594,-0.05996617,0.68672365,0.34001166,-0.053294346,0.6890074,0.36033994,-0.04875178,0.639466,0.39242578,-0.06994278,0.66615987,0.3950045,-0.05679153,0.6929919,0.38496563,-0.04413672,0.69647366,0.41413125,-0.05203339,0.65513384,0.4346192,-0.060553826,0.6802107,0.4329469,-0.044970438,0.7042016,0.42390805,-0.031437602,6
12f32b9f-dcd3-11ec-94eb-48e7da372cc2,RIGHT,0.8135676,0.41012922,6.273788e-08,0.79393506,0.32766291,-0.010942738,0.76079756,0.24530111,-0.028847575,0.7447931,0.16739959,-0.045635507,0.74996114,0.10293077,-0.06456183,0.6942024,0.2742366,-0.04739467,0.6081432,0.26481083,-0.07224184,0.5533108,0.26674005,-0.086785346,0.5119194,0.27004892,-0.09606752,0.6834225,0.3265262,-0.049601845,0.6157408,0.35642815,-0.07230867,0.64758503,0.3663556,-0.06737614,0.6817407,0.36184907,-0.0610456,0.6834633,0.3854729,-0.050959192,0.6268943,0.4128115,-0.07354932,0.65652984,0.4174556,-0.06062305,0.6875661,0.41036016,-0.047515053,0.6878355,0.44211763,-0.05197782,0.6432049,0.45861188,-0.06435458,0.6701506,0.4578845,-0.050934963,0.69684064,0.45129752,-0.03806124,6
1318f848-dcd3-11ec-a547-48e7da372cc2,RIGHT,0.7917349,0.46144593,1.5266097e-07,0.76850235,0.3749761,-0.0161102,0.7316295,0.28848237,-0.03295624,0.71710163,0.21126395,-0.048239917,0.72431785,0.14680707,-0.06579023,0.66707003,0.32070574,-0.04482719,0.5786565,0.30926502,-0.06142438,0.52622366,0.30981365,-0.06963456,0.48468214,0.31195834,-0.07604517,0.6561932,0.37934178,-0.046166535,0.5904263,0.39862034,-0.06865216,0.62292325,0.40751523,-0.06776775,0.65842354,0.40712726,-0.063724466,0.65537477,0.43935382,-0.04667048,0.6010185,0.45725268,-0.065206714,0.63076663,0.46055952,-0.054530453,0.6621151,0.4565717,-0.043720603,0.65914017,0.4961255,-0.04817866,0.61495274,0.5054012,-0.059510276,0.64059526,0.5019762,-0.049116943,0.6683167,0.49571967,-0.038351275,6
133f398e-dcd3-11ec-838d-48e7da372cc2,RIGHT,0.79850173,0.56996596,-1.71766e-08,0.79615647,0.48980665,-0.038089797,0.77440023,0.41338333,-0.059949085,0.76223284,0.3461566,-0.075585574,0.77613145,0.29022965,-0.092065535,0.6946979,0.45989537,-0.06090765,0.60332847,0.45322144,-0.08038556,0.55300945,0.45403504,-0.09106035,0.5133269,0.45695543,-0.099956796,0.6862093,0.5096662,-0.051158074,0.62852156,0.52376854,-0.07543108,0.6523016,0.52995056,-0.078889325,0.67698073,0.5326958,-0.078840025,0.68811834,0.5532188,-0.042900816,0.6492434,0.5628048,-0.061122105,0.6699894,0.5683855,-0.05663529,0.6863749,0.5697565,-0.050996214,0.69449955,0.59023124,-0.03791575,0.660495,0.59864175,-0.04797734,0.67106014,0.6024496,-0.043988675,0.68199617,0.60110164,-0.039611917,6
1364ae16-dcd3-11ec-860e-48e7da372cc2,RIGHT,0.8379736,0.6437109,1.3523676e-07,0.8339775,0.5708024,-0.051303104,0.81522447,0.51559556,-0.09226247,0.8021675,0.45374274,-0.12340439,0.80063456,0.3960423,-0.15818053,0.72098005,0.56017524,-0.11537474,0.62812984,0.5553093,-0.16084,0.5717303,0.5572166,-0.19315031,0.52290404,0.56740546,-0.21638617,0.7256019,0.5996004,-0.10527282,0.68802696,0.622956,-0.14542617,0.6772248,0.65674204,-0.16190611,0.6630309,0.6884112,-0.17620721,0.74335396,0.63897777,-0.09570953,0.7096849,0.6515274,-0.13146369,0.6843982,0.6746082,-0.14141777,0.65536755,0.6940503,-0.1495216,0.7637177,0.6719968,-0.08806064,0.73396814,0.6931455,-0.11549317,0.7177471,0.71025145,-0.1185161,0.699805,0.72267294,-0.120456554,6
